Name,Platform,Year,Genre,Publisher,Rank,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,2007.0,Misc,D3Publisher,16027,0.01,0.0,0.0,0.01,0.0
The Last Remnant,PC,2009.0,Role-Playing,Square Enix,16028,0.01,0.0,0.01,0.0,0.0
Ten Pin Alley 2,GBA,2004.0,Sports,XS Games,16029,0.01,0.01,0.0,0.0,0.0
Himawari: Pebble in the Sky Portable,PSP,2010.0,Adventure,Kadokawa Shoten,16030,0.01,0.0,0.0,0.01,0.0
Wand of Fortune R,PSV,2016.0,Adventure,Idea Factory,16031,0.01,0.0,0.0,0.01,0.0
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,2008.0,Adventure,Marvelous Interactive,16032,0.01,0.0,0.0,0.01,0.0
My Little Baby,DS,2008.0,Simulation,CDV Software Entertainment,16033,0.01,0.0,0.01,0.0,0.0
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,2009.0,Adventure,TGL,16034,0.01,0.0,0.0,0.01,0.0
Shinobi Koutsutsu,PSP,2014.0,Adventure,Idea Factory,16035,0.01,0.0,0.0,0.01,0.0
NiGHTS into dreams...,PS2,2008.0,Platform,Sega,16036,0.01,0.0,0.0,0.01,0.0
WinBack 2: Project Poseidon,PS2,2006.0,Shooter,Tecmo Koei,16037,0.01,0.01,0.01,0.0,0.0
Kaitou Rousseau,DS,2006.0,Action,Namco Bandai Games,16038,0.01,0.0,0.0,0.01,0.0
Utawarerumono: Futari no Hakuoro,PS3,2016.0,Misc,Aqua Plus,16039,0.01,0.0,0.0,0.01,0.0
WRC 5: FIA World Rally Championship,XOne,2015.0,Sports,Bigben Interactive,16040,0.01,0.0,0.01,0.0,0.0
Totally Spies! Totally Party,PS2,2008.0,Misc,Ubisoft,16041,0.01,0.01,0.01,0.0,0.0
GunParade Orchestra: Ao no Shou,PS2,2006.0,Adventure,Sony Computer Entertainment,16042,0.01,0.0,0.0,0.01,0.0
Impossible Creatures,PC,2002.0,Strategy,Microsoft Game Studios,16043,0.01,0.0,0.01,0.0,0.0
Puyo Pop Fever,GC,2004.0,Puzzle,Sega,16044,0.01,0.01,0.0,0.0,0.0
Wizardry XTH: Unlimited Students,PS2,2006.0,Role-Playing,Michaelsoft,16045,0.01,0.0,0.0,0.01,0.0
Raven's Cry,PS4,2015.0,Role-Playing,TopWare Interactive,16046,0.01,0.0,0.01,0.0,0.0
Instant Brain,X360,2011.0,Adventure,Cave,16047,0.01,0.0,0.0,0.01,0.0
Guitar Hero III: Legends of Rock,PC,2007.0,Misc,Aspyr,16048,0.01,0.01,0.0,0.0,0.0
Blitzkrieg 2 Anthology,PC,2008.0,Strategy,Ascaron Entertainment GmbH,16049,0.01,0.0,0.01,0.0,0.0
Rayman Raving Rabbids,PC,2006.0,Misc,Ubisoft,16050,0.01,0.0,0.01,0.0,0.0
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016.0,Misc,Namco Bandai Games,16051,0.01,0.0,0.0,0.01,0.0
Abunai: Koi no Sousa Shitsu,PSP,2012.0,Action,Quinrose,16052,0.01,0.0,0.0,0.01,0.0
Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011.0,Adventure,Avanquest,16053,0.01,0.0,0.01,0.0,0.0
Battle Worlds: Kronos,PC,2016.0,Strategy,Nordic Games,16054,0.01,0.0,0.01,0.0,0.0
SoulLink Extension,PS2,2006.0,Adventure,Interchannel,16055,0.01,0.0,0.0,0.01,0.0
Banjo-Kazooie,X360,2008.0,Platform,Microsoft Game Studios,16056,0.01,0.0,0.01,0.0,0.0
Samurai Shodown Anthology (JP sales),PS2,2008.0,Fighting,Ignition Entertainment,16057,0.01,0.0,0.0,0.01,0.0
Winning Post 7 Maximum 2008,PS2,2008.0,Sports,Tecmo Koei,16058,0.01,0.0,0.0,0.01,0.0
Sangoku Koi Senki: Otome no Heihou!,PS2,2011.0,Adventure,Prototype,16059,0.01,0.0,0.0,0.01,0.0
PDC World Championship Darts 2008,PSP,,Sports,Oxygen Interactive,16060,0.01,0.01,0.0,0.0,0.0
WRC: FIA World Rally Championship,PC,,Racing,Black Bean Games,16061,0.01,0.0,0.01,0.0,0.0
Alfa Romeo Racing Italiano,PS2,2005.0,Racing,Black Bean Games,16062,0.01,0.01,0.01,0.0,0.0
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,2002.0,Misc,Media Entertainment,16063,0.01,0.0,0.0,0.01,0.0
Digger Simulator,PC,2011.0,Simulation,Excalibur Publishing,16064,0.01,0.0,0.01,0.0,0.0
Turbo: Super Stunt Squad,X360,2013.0,Sports,D3Publisher,16065,0.01,0.0,0.01,0.0,0.0
Super Robot Taisen XO,X360,2006.0,Strategy,Banpresto,16066,0.01,0.0,0.0,0.01,0.0
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015.0,Action,Namco Bandai Games,16067,0.01,0.0,0.0,0.01,0.0
Aquaman: Battle for Atlantis,XB,,Action,Unknown,16068,0.01,0.01,0.0,0.0,0.0
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010.0,Misc,Hackberry,16069,0.01,0.0,0.0,0.01,0.0
IL-2 Sturmovik,PC,2001.0,Simulation,Blue Byte,16070,0.01,0.0,0.01,0.0,0.0
Mortal Kombat: Tournament Edition,GBA,2003.0,Fighting,Midway Games,16071,0.01,0.01,0.0,0.0,0.0
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005.0,Adventure,Activision,16072,0.01,0.01,0.0,0.0,0.0
East India Company,PC,2009.0,Strategy,Paradox Interactive,16073,0.01,0.01,0.0,0.0,0.0
World Poker Tour,GBA,2005.0,Misc,Take-Two Interactive,16074,0.01,0.01,0.0,0.0,0.0
Sousaku Alice to Oujisama!,3DS,2015.0,Simulation,Happinet,16075,0.01,0.0,0.0,0.01,0.0
Empire Deluxe,PC,1992.0,Strategy,New World Computing,16076,0.01,0.01,0.0,0.0,0.0
Umihara Kawase Jun: Second Edition Kanzenban,DS,2009.0,Puzzle,Genterprise,16077,0.01,0.0,0.0,0.01,0.0
Infinite Stratos 2: Love and Purge,PSV,2015.0,Action,5pb,16078,0.01,0.0,0.0,0.01,0.0
Fab 5 Soccer,DS,2008.0,Sports,Destineer,16079,0.01,0.01,0.0,0.0,0.0
Destiny Links,DS,2009.0,Role-Playing,Namco Bandai Games,16080,0.01,0.0,0.0,0.01,0.0
Best Of Tests,DS,2008.0,Puzzle,Conspiracy Entertainment,16081,0.01,0.01,0.0,0.0,0.0
Egg Mania: Eggstreme Madness,XB,2002.0,Puzzle,Kemco,16082,0.01,0.01,0.0,0.0,0.0
Virtua Tennis 3,PC,2007.0,Sports,Sega,16083,0.01,0.0,0.01,0.0,0.0
Pro Angler Moves,PS3,2012.0,Sports,"Interworks Unlimited, Inc.",16084,0.01,0.01,0.0,0.0,0.0
Sakura Sakura: Haru Urara,PSP,2010.0,Adventure,GN Software,16085,0.01,0.0,0.0,0.01,0.0
Uta no * Prince-Sama: Sweet Serenade,PSP,2011.0,Adventure,Broccoli,16086,0.01,0.0,0.0,0.01,0.0
The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013.0,Role-Playing,Falcom Corporation,16087,0.01,0.0,0.0,0.01,0.0
Road Trip: Shifting Gears,GBA,2002.0,Racing,Zoo Digital Publishing,16088,0.01,0.01,0.0,0.0,0.0
"Iza, Shutsujin! Koisen",PSP,2011.0,Adventure,Quinrose,16089,0.01,0.0,0.0,0.01,0.0
Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008.0,Sports,Takara Tomy,16090,0.01,0.0,0.0,0.01,0.0
Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,2009.0,Adventure,Idea Factory,16091,0.01,0.0,0.0,0.01,0.0
Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010.0,Adventure,FuRyu,16092,0.01,0.0,0.0,0.01,0.0
Honda ATV Fever,DS,2010.0,Racing,Storm City Games,16093,0.01,0.01,0.0,0.0,0.0
Grooverider: Slot Car Thunder,XB,2003.0,Racing,Encore,16094,0.01,0.01,0.0,0.0,0.0
Superstars V8 Racing,X360,2009.0,Racing,Black Bean Games,16095,0.01,0.0,0.01,0.0,0.0
Grand Theft Auto III,PC,2002.0,Action,Take-Two Interactive,16096,0.01,0.0,0.01,0.0,0.0
Bakumatsu Koihana: Shinsengumi DS,DS,2008.0,Adventure,D3Publisher,16097,0.01,0.0,0.0,0.01,0.0
Resident Evil 5 HD,PS4,2016.0,Action,Capcom,16098,0.01,0.01,0.0,0.0,0.0
Miyako: Awayuki no Utage,PSP,2012.0,Action,Idea Factory,16099,0.01,0.0,0.0,0.01,0.0
Super PickUps,Wii,2009.0,Racing,XS Games,16100,0.01,0.01,0.0,0.0,0.0
Ben 10 Omniverse 2,X360,2013.0,Action,Namco Bandai Games,16101,0.01,0.0,0.01,0.0,0.0
Rewrite,PSV,2014.0,Adventure,Prototype,16102,0.01,0.0,0.0,0.01,0.0
Konami Classics Vol. 2,X360,2009.0,Misc,Konami Digital Entertainment,16103,0.01,0.01,0.0,0.0,0.0
Aeon Flux,XB,2005.0,Action,THQ,16104,0.01,0.01,0.0,0.0,0.0
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011.0,Misc,Namco Bandai Games,16105,0.01,0.0,0.0,0.01,0.0
Kana: Imouto,PSP,2010.0,Adventure,CyberFront,16106,0.01,0.0,0.0,0.01,0.0
Barbie and Her Sisters Puppy Rescue,WiiU,2015.0,Action,Namco Bandai Games,16107,0.01,0.0,0.01,0.0,0.0
Rock N' Roll Racing,SNES,1993.0,Racing,Interplay,16108,0.01,0.0,0.0,0.01,0.0
Higurashi no Naku Koro ni Iki,PS3,2015.0,Action,Kaga Create,16109,0.01,0.0,0.0,0.01,0.0
Marginal #4: Idol of Supernova,PSV,2014.0,Adventure,Idea Factory,16110,0.01,0.0,0.0,0.01,0.0
Nodame Cantabile,PS2,2007.0,Misc,Banpresto,16111,0.01,0.0,0.0,0.01,0.0
Paranormal Pursuit: The Gifted One,PC,2015.0,Action,Alawar Entertainment,16112,0.01,0.0,0.01,0.0,0.0
DoDonPachi Saidaioujou,X360,2013.0,Shooter,Cave,16113,0.01,0.0,0.0,0.01,0.0
Last Escort: Club Katze,PS2,2010.0,Adventure,D3Publisher,16114,0.01,0.0,0.0,0.01,0.0
1/2 Summer +,PSP,2013.0,Adventure,Kaga Create,16115,0.01,0.0,0.0,0.01,0.0
Winning Post 7 Maximum 2008,PS3,2008.0,Sports,Tecmo Koei,16116,0.01,0.0,0.0,0.01,0.0
Psycho-Pass,XOne,2014.0,Adventure,5pb,16117,0.01,0.0,0.0,0.01,0.0
Brain Exercise With Dr. Kawashima,PC,2009.0,Puzzle,Namco Bandai Games,16118,0.01,0.0,0.01,0.0,0.0
Tears to Tiara: Kakan no Daichi Portable,PSP,2010.0,Adventure,Aqua Plus,16119,0.01,0.0,0.0,0.01,0.0
Games Around the World,DS,2010.0,Misc,Zoo Games,16120,0.01,0.01,0.0,0.0,0.0
Football Manager 2005,PC,2004.0,Sports,Sega,16121,0.01,0.0,0.01,0.0,0.0
Hitotsu Tobashi Renai V,PSV,2015.0,Adventure,Kaga Create,16122,0.01,0.0,0.0,0.01,0.0
Ninja Gaiden Sigma 2,PSV,2013.0,Action,Tecmo Koei,16123,0.01,0.0,0.0,0.01,0.0
Turbo Trainz,Wii,2012.0,Racing,Mastertronic,16124,0.01,0.0,0.01,0.0,0.0
Theatre Of War,PC,2007.0,Strategy,Kalypso Media,16125,0.01,0.0,0.01,0.0,0.0
Nintendogs and Cats Golden Retriever and New Friends,3DS,2011.0,Action,Nintendo,16126,0.01,0.0,0.01,0.0,0.0
Young Justice: Legacy,X360,2013.0,Action,Namco Bandai Games,16127,0.01,0.0,0.01,0.0,0.0
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,2009.0,Adventure,Arc System Works,16128,0.01,0.0,0.0,0.01,0.0
Monster Rancher Advance 2,GBA,2002.0,Simulation,Tecmo Koei,16129,0.01,0.01,0.0,0.0,0.0
Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,16130,0.01,0.0,0.01,0.0,0.0
Voodoo Chronicles: First Sign,PC,2011.0,Adventure,ValuSoft,16131,0.01,0.01,0.0,0.0,0.0
Umineko no Naku Koro ni Portable 1,PSP,2011.0,Adventure,Alchemist,16132,0.01,0.0,0.0,0.01,0.0
Dr. Slump & Arale-Chan,DS,2008.0,Adventure,Namco Bandai Games,16133,0.01,0.0,0.0,0.01,0.0
Geten no Hana: Yume Akari,PSP,2014.0,Misc,Tecmo Koei,16134,0.01,0.0,0.0,0.01,0.0
Festa!! Hyper Girls Party,PS2,2006.0,Adventure,KID,16135,0.01,0.0,0.0,0.01,0.0
Collar x Malice,PSV,2016.0,Action,Idea Factory,16136,0.01,0.0,0.0,0.01,0.0
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,2008.0,Misc,Benesse,16137,0.01,0.0,0.0,0.01,0.0
Vanark,PS,1999.0,Shooter,Jaleco,16138,0.01,0.01,0.01,0.0,0.0
Dragon's Dogma Online: Season 2,PS4,2016.0,Action,Capcom,16139,0.01,0.0,0.0,0.01,0.0
Game Book DS: Sword World 2.0,DS,2009.0,Role-Playing,Broccoli,16140,0.01,0.0,0.0,0.01,0.0
WTA Tour Tennis,XB,2002.0,Sports,Konami Digital Entertainment,16141,0.01,0.01,0.0,0.0,0.0
Norn + Nonette: Last Era,PSV,2015.0,Action,Idea Factory,16142,0.01,0.0,0.0,0.01,0.0
BlazBlue: Calamity Trigger,PC,2010.0,Fighting,PQube,16143,0.01,0.0,0.01,0.0,0.0
Furious Karting,XB,2003.0,Racing,Atari,16144,0.01,0.01,0.0,0.0,0.0
WSC REAL 09: World Snooker Championship,PS3,2009.0,Sports,Deep Silver,16145,0.01,0.0,0.01,0.0,0.0
Harry Potter and the Chamber of Secrets,PC,2002.0,Action,Electronic Arts,16146,0.01,0.0,0.01,0.0,0.0
Pet Shop Monogatari DS 2,DS,2010.0,Simulation,Taito,16147,0.01,0.0,0.0,0.01,0.0
Mystery Legends: Beauty and the Beast,PC,2012.0,Puzzle,Focus Multimedia,16148,0.01,0.0,0.01,0.0,0.0
Fuuraiki 3,PSV,2015.0,Action,Unknown,16149,0.01,0.0,0.0,0.01,0.0
Chokkan! Asonde Relaxuma,DS,2008.0,Action,Rocket Company,16150,0.01,0.0,0.0,0.01,0.0
Hot Wheels: Stunt Track Challenge / World Race,GBA,2006.0,Racing,"Destination Software, Inc",16151,0.01,0.01,0.0,0.0,0.0
Minna no Conveni,DS,2010.0,Simulation,Taito,16152,0.01,0.0,0.0,0.01,0.0
Accel World: Kasoku no Chouten,PSP,2013.0,Adventure,Namco Bandai Games,16153,0.01,0.0,0.0,0.01,0.0
SoulCalibur Legends (JP sales),Wii,2007.0,Action,Namco Bandai Games,16154,0.01,0.0,0.0,0.01,0.0
Izumo 2,PS2,2006.0,Adventure,GN Software,16155,0.01,0.0,0.0,0.01,0.0
Entaku no Seito: Students of Round,X360,2011.0,Role-Playing,ChunSoft,16156,0.01,0.0,0.0,0.01,0.0
Bratz: Forever Diamondz,PS2,2006.0,Adventure,THQ,16157,0.01,0.01,0.01,0.0,0.0
Isshoni Gohan. Portable,PSP,2013.0,Adventure,Boost On,16158,0.01,0.0,0.0,0.01,0.0
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,2008.0,Adventure,Hudson Soft,16159,0.01,0.0,0.0,0.01,0.0
King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010.0,Fighting,SNK Playmore,16160,0.01,0.0,0.0,0.01,0.0
Monkey Madness: Island Escape,DS,2010.0,Action,Storm City Games,16161,0.01,0.01,0.0,0.0,0.0
Malice,XB,2004.0,Platform,Evolved Games,16162,0.01,0.01,0.0,0.0,0.0
Raven Squad: Operation Hidden Dagger,PC,2009.0,Shooter,Evolved Games,16163,0.01,0.01,0.0,0.0,0.0
htoL#NiQ: The Firefly Diary,PSV,2014.0,Platform,Nippon Ichi Software,16164,0.01,0.0,0.0,0.01,0.0
Tiger Woods PGA Tour 2005,PC,2004.0,Sports,Electronic Arts,16165,0.01,0.0,0.01,0.0,0.0
Deus Ex,PC,2000.0,Role-Playing,Eidos Interactive,16166,0.01,0.0,0.01,0.0,0.0
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,2008.0,Adventure,Capcom,16167,0.01,0.0,0.0,0.01,0.0
Ouka Sengoku Portable,PSP,2012.0,Adventure,Alchemist,16168,0.01,0.0,0.0,0.01,0.0
Smiley World: Island Challenge,DS,2009.0,Puzzle,Zoo Digital Publishing,16169,0.01,0.01,0.0,0.0,0.0
Order Up!!,3DS,2011.0,Action,Funbox Media,16170,0.01,0.0,0.01,0.0,0.0
Wallace & Gromit: Curse of the Were-Rabbit,XB,2005.0,Adventure,Konami Digital Entertainment,16171,0.01,0.01,0.0,0.0,0.0
Hanayamata: Yosakoi Live,PSV,2014.0,Adventure,Namco Bandai Games,16172,0.01,0.0,0.0,0.01,0.0
Shepherd's Crossing,PSP,2009.0,Simulation,Success,16173,0.01,0.0,0.0,0.01,0.0
Dark Parables: The Exiled Prince,PC,2011.0,Puzzle,Unknown,16174,0.01,0.0,0.01,0.0,0.0
Military History: Commander - Europe at War,DS,2009.0,Strategy,Slitherine Software,16175,0.01,0.0,0.01,0.0,0.0
Tactics Layer: Ritina Guard Senki,DS,2009.0,Strategy,D3Publisher,16176,0.01,0.0,0.0,0.01,0.0
We Sing 80s,Wii,2012.0,Misc,Nordic Games,16177,0.01,0.0,0.01,0.0,0.0
Republique,PS4,2016.0,Action,Nippon Ichi Software,16178,0.01,0.0,0.01,0.01,0.0
San-X Character Channel: All-Star Daishuugou!,DS,2008.0,Action,MTO,16179,0.01,0.0,0.0,0.01,0.0
Rail Simulator,PC,2007.0,Simulation,Electronic Arts,16180,0.01,0.0,0.01,0.0,0.0
Putty Squad,PS3,2013.0,Platform,System 3,16181,0.01,0.0,0.01,0.0,0.0
Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006.0,Sports,Sega,16182,0.01,0.0,0.0,0.01,0.0
Rozen Maiden: Gebetgarten,PS2,2007.0,Fighting,Taito,16183,0.01,0.0,0.0,0.01,0.0
Resistance Dual Pack,PS3,2011.0,Shooter,Sony Computer Entertainment,16184,0.01,0.0,0.01,0.0,0.0
Princess Arthur,PSP,2013.0,Misc,Idea Factory,16185,0.01,0.0,0.0,0.01,0.0
Sakura-Sou no Pet na Kanojo,PSP,2013.0,Adventure,Kadokawa Games,16186,0.01,0.0,0.0,0.01,0.0
Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007.0,Fighting,SNK Playmore,16187,0.01,0.0,0.0,0.01,0.0
Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009.0,Adventure,Arc System Works,16188,0.01,0.0,0.0,0.01,0.0
BattleForge,PC,2009.0,Strategy,Electronic Arts,16189,0.01,0.0,0.01,0.0,0.0
Jewel Quest II,PC,2007.0,Puzzle,Avanquest,16190,0.01,0.0,0.01,0.0,0.0
Toro to Morimori,PS3,2009.0,Misc,Sony Computer Entertainment,16191,0.01,0.0,0.0,0.01,0.0
Sonic & All-Stars Racing Transformed,PC,2013.0,Racing,Sega,16192,0.01,0.0,0.01,0.0,0.0
Satisfashion,Wii,2010.0,Misc,Destineer,16193,0.01,0.01,0.0,0.0,0.0
Homeworld Remastered Collection,PC,,Strategy,,16194,0.01,0.0,0.01,0.0,0.0
Metal Slug Anthology,PS2,2007.0,Shooter,Ignition Entertainment,16195,0.01,0.0,0.0,0.01,0.0
K-1 Grand Prix,PS,1999.0,Fighting,Jaleco,16196,0.01,0.01,0.01,0.0,0.0
Shorts,DS,,Platform,Unknown,16197,0.01,0.01,0.0,0.0,0.0
Legoland,PC,1999.0,Action,LEGO Media,16198,0.01,0.0,0.01,0.0,0.0
Rave Master: Special Attack Force!,GBA,2002.0,Fighting,Konami Digital Entertainment,16199,0.01,0.01,0.0,0.0,0.0
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,2007.0,Strategy,D3Publisher,16200,0.01,0.0,0.0,0.01,0.0
AKB1/48: Idol to Guam de Koishitara...,X360,,Misc,,16201,0.01,0.0,0.0,0.01,0.0
Casper,GBA,2002.0,Adventure,Microids,16202,0.01,0.01,0.0,0.0,0.0
Hyakka Yakou,PSV,2015.0,Action,Unknown,16203,0.01,0.0,0.0,0.01,0.0
Adventure Time: The Secret of the Nameless,X360,2014.0,Adventure,Little Orbit,16204,0.01,0.01,0.0,0.0,0.0
Hakuoki: Reimeiroku DS,DS,2012.0,Action,Idea Factory,16205,0.01,0.0,0.0,0.01,0.0
Shin Hayarigami 2,PSV,2016.0,Adventure,Nippon Ichi Software,16206,0.01,0.0,0.0,0.01,0.0
Ro-Kyu-Bu! Secret Photo Op,PSV,2014.0,Adventure,Kadokawa Games,16207,0.01,0.0,0.0,0.01,0.0
Caladrius,X360,2013.0,Shooter,Moss,16208,0.01,0.0,0.0,0.01,0.0
Who Wants to be a Millionaire: 2nd Edition,DS,2008.0,Misc,Ubisoft,16209,0.01,0.0,0.01,0.0,0.0
Duel Love: Koisuru Otome wa Shouri no Megami,DS,2008.0,Adventure,Namco Bandai Games,16210,0.01,0.0,0.0,0.01,0.0
Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,2005.0,Misc,,16211,0.01,0.01,0.0,0.0,0.0
Freekstyle,GBA,2003.0,Racing,Zoo Digital Publishing,16212,0.01,0.01,0.0,0.0,0.0
Groovin' Blocks,Wii,2009.0,Puzzle,Zoo Games,16213,0.01,0.01,0.0,0.0,0.0
Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007.0,Adventure,Prototype,16214,0.01,0.0,0.0,0.01,0.0
Gardening Guide: How to get Green Fingers,DS,2009.0,Misc,Mindscape,16215,0.01,0.0,0.01,0.0,0.0
Aa Megami-samaa,PS2,2007.0,Adventure,Marvelous Interactive,16216,0.01,0.0,0.0,0.01,0.0
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012.0,Action,FuRyu,16217,0.01,0.0,0.0,0.01,0.0
Tsukigime Ranko's Longest Day,PS3,2014.0,Action,Namco Bandai Games,16218,0.01,0.0,0.01,0.0,0.0
Bakumatsu Rock,PSP,2014.0,Action,Marvelous Entertainment,16219,0.01,0.0,0.0,0.01,0.0
Far East of Eden II: Manji Maru,DS,2006.0,Role-Playing,Hudson Soft,16220,0.01,0.0,0.0,0.01,0.0
Family Jockey,Wii,2008.0,Sports,Namco Bandai Games,16221,0.01,0.0,0.0,0.01,0.0
Thunder Alley,GBA,2004.0,Racing,XS Games,16222,0.01,0.01,0.0,0.0,0.0
Dynasty Warriors: Eiketsuden,PS4,2016.0,Action,Tecmo Koei,16223,0.01,0.0,0.0,0.01,0.0
Spider-Man: Friend or Foe,PC,2007.0,Action,Activision,16224,0.01,0.01,0.0,0.0,0.0
Carmageddon: Max Damage,XOne,2016.0,Action,Stainless Games,16225,0.01,0.01,0.01,0.0,0.0
Nyaruko-San: Nafushigatai Game no You na Mono,PSV,2013.0,Adventure,5pb,16226,0.01,0.0,0.0,0.01,0.0
New Interpretation Stranger of Sword City,PSV,2016.0,Role-Playing,Experience Inc.,16227,0.01,0.0,0.0,0.01,0.0
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007.0,Adventure,Datam Polystar,16228,0.01,0.0,0.0,0.01,0.0
Victory Spike,PS,1996.0,Sports,Imagineer,16229,0.01,0.0,0.0,0.01,0.0
Sengoku Basara 2 Heroes,Wii,2007.0,Action,Capcom,16230,0.01,0.0,0.0,0.01,0.0
Double Sequence: The Q-Virus Invasion,DS,2008.0,Puzzle,Zoo Digital Publishing,16231,0.01,0.01,0.0,0.0,0.0
Brothers in Arms: Furious 4,X360,,Shooter,,16232,0.01,0.01,0.0,0.0,0.0
Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,2006.0,Action,D3Publisher,16233,0.01,0.01,0.0,0.0,0.0
Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010.0,Role-Playing,Kadokawa Shoten,16234,0.01,0.0,0.0,0.01,0.0
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,2008.0,Adventure,Marvelous Interactive,16235,0.01,0.0,0.0,0.01,0.0
Marvel: Ultimate Alliance,PC,2006.0,Role-Playing,Activision,16236,0.01,0.01,0.0,0.0,0.0
Broken Sword 5: The Serpent's Curse,XOne,2015.0,Adventure,Revolution Software,16237,0.01,0.0,0.01,0.0,0.0
Shitsuji ga Aruji o Erabu Toki,PSV,2016.0,Adventure,Unknown,16238,0.01,0.0,0.0,0.01,0.0
Batman: A Telltale Game Series,PS3,2016.0,Adventure,Telltale Games,16239,0.01,0.0,0.01,0.0,0.0
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,2010.0,Adventure,Idea Factory,16240,0.01,0.0,0.0,0.01,0.0
Kao the Kangaroo,GBA,2001.0,Platform,Titus,16241,0.01,0.01,0.0,0.0,0.0
Builder's Block,PS,1999.0,Strategy,EON Digital Entertainment,16242,0.01,0.01,0.0,0.0,0.0
Seisou no Amazones,3DS,2013.0,Role-Playing,Arc System Works,16243,0.01,0.0,0.0,0.01,0.0
Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,2017.0,Role-Playing,Sega,16244,0.01,0.0,0.0,0.01,0.0
F.E.A.R. Perseus Mandate,PC,2007.0,Shooter,Vivendi Games,16245,0.01,0.01,0.0,0.0,0.0
Mahjong Taikai IV,PS3,2006.0,Misc,Tecmo Koei,16246,0.01,0.0,0.0,0.01,0.0
Valentino Rossi: The Game,PC,2016.0,Racing,Namco Bandai Games,16247,0.01,0.0,0.01,0.0,0.0
FlatOut: Ultimate Carnage,PC,2008.0,Racing,Empire Interactive,16248,0.01,0.0,0.01,0.0,0.0
Agarest Senki: Re-appearance,PS3,,Role-Playing,Idea Factory,16249,0.01,0.0,0.0,0.01,0.0
Ultraman Fighting Evolution 0,PSP,2006.0,Fighting,Banpresto,16250,0.01,0.0,0.0,0.01,0.0
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009.0,Simulation,Konami Digital Entertainment,16251,0.01,0.0,0.0,0.01,0.0
Aquaman: Battle for Atlantis,GC,2003.0,Action,TDK Mediactive,16252,0.01,0.01,0.0,0.0,0.0
Strider (2014),PS3,2014.0,Platform,Capcom,16253,0.01,0.0,0.0,0.01,0.0
Jinsei Game Q DS: Shouwa no Dekigoto,DS,2007.0,Misc,Takara Tomy,16254,0.01,0.0,0.0,0.01,0.0
The Book of Unwritten Tales 2,WiiU,2016.0,Adventure,Nordic Games,16255,0.01,0.0,0.01,0.0,0.0
Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007.0,Misc,Sega,16256,0.01,0.0,0.0,0.01,0.0
Goku Makaimura Kai,PSP,2007.0,Platform,Capcom,16257,0.01,0.0,0.0,0.01,0.0
No Fate! Only the Power of Will,X360,2010.0,Adventure,Alchemist,16258,0.01,0.0,0.0,0.01,0.0
Conflict: Denied Ops,PC,2008.0,Shooter,Eidos Interactive,16259,0.01,0.0,0.01,0.0,0.0
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009.0,Role-Playing,Nippon Ichi Software,16260,0.01,0.0,0.0,0.01,0.0
Championship Manager 2010,PC,2009.0,Sports,Eidos Interactive,16261,0.01,0.0,0.01,0.0,0.0
